uniq_id,clust8_EV1234
user_192 _ 2021-05-16,7
user_192 _ 2021-05-19,7
user_192 _ 2021-05-22,7
user_192 _ 2021-05-24,7
user_192 _ 2021-05-27,7
user_193 _ 2021-05-06,8
user_193 _ 2021-05-07,1
user_193 _ 2021-05-08,1
user_193 _ 2021-05-09,1
user_193 _ 2021-05-10,8
user_193 _ 2021-05-11,8
user_193 _ 2021-05-12,8
user_193 _ 2021-05-13,8
user_193 _ 2021-05-14,8
user_193 _ 2021-05-16,1
user_193 _ 2021-05-17,8
user_193 _ 2021-05-18,8
user_193 _ 2021-05-19,8
user_193 _ 2021-05-20,8
user_193 _ 2021-05-21,1
user_194 _ 2021-05-13,4
user_195 _ 2021-05-07,7
user_195 _ 2021-05-08,1
user_195 _ 2021-05-10,1
user_195 _ 2021-05-11,1
user_195 _ 2021-05-13,1
user_195 _ 2021-05-14,1
user_195 _ 2021-05-15,1
user_195 _ 2021-05-16,1
user_195 _ 2021-05-17,1
user_195 _ 2021-05-18,1
user_195 _ 2021-05-19,1
user_195 _ 2021-05-20,1
user_195 _ 2021-05-21,1
user_195 _ 2021-05-22,1
user_196 _ 2021-05-08,1
user_196 _ 2021-05-09,1
user_196 _ 2021-05-10,1
user_196 _ 2021-05-11,1
user_196 _ 2021-05-13,1
user_196 _ 2021-05-14,3
user_196 _ 2021-05-15,1
user_196 _ 2021-05-16,1
user_196 _ 2021-05-17,1
user_196 _ 2021-05-18,1
user_196 _ 2021-05-19,1
user_196 _ 2021-05-20,1
user_196 _ 2021-05-21,1
user_196 _ 2021-05-22,3
user_197 _ 2021-05-07,1
user_197 _ 2021-05-08,3
user_197 _ 2021-05-09,3
user_197 _ 2021-05-10,1
user_197 _ 2021-05-11,1
user_197 _ 2021-05-12,1
user_197 _ 2021-05-13,1
user_197 _ 2021-05-14,1
user_197 _ 2021-05-15,1
user_197 _ 2021-05-16,1
user_197 _ 2021-05-17,1
user_197 _ 2021-05-19,1
user_197 _ 2021-05-20,1
user_198 _ 2021-05-08,3
user_198 _ 2021-05-10,5
user_198 _ 2021-05-11,6
user_198 _ 2021-05-12,6
user_198 _ 2021-05-13,1
user_198 _ 2021-05-14,6
user_198 _ 2021-05-16,6
user_198 _ 2021-05-17,5
user_2 _ 2021-02-16,8
user_2 _ 2021-02-17,8
user_2 _ 2021-02-19,8
user_2 _ 2021-02-20,1
user_2 _ 2021-02-22,8
user_2 _ 2021-02-23,8
user_2 _ 2021-02-25,8
user_2 _ 2021-02-26,8
user_2 _ 2021-03-01,8
user_200 _ 2021-05-13,1
user_200 _ 2021-05-14,8
user_200 _ 2021-05-15,6
user_200 _ 2021-05-16,8
user_200 _ 2021-05-17,8
user_200 _ 2021-05-18,8
user_200 _ 2021-05-20,3
user_200 _ 2021-05-21,1
user_200 _ 2021-05-22,1
user_200 _ 2021-05-23,1
user_200 _ 2021-05-24,8
user_200 _ 2021-05-25,8
user_200 _ 2021-05-26,8
user_201 _ 2021-05-13,6
user_201 _ 2021-05-22,4
user_201 _ 2021-05-23,4
user_202 _ 2021-05-13,8
user_202 _ 2021-05-14,8
user_202 _ 2021-05-16,6
user_202 _ 2021-05-17,8
user_202 _ 2021-05-18,8
user_202 _ 2021-05-19,3
user_202 _ 2021-05-20,8
user_202 _ 2021-05-21,8
user_202 _ 2021-05-22,6
user_202 _ 2021-05-23,5
user_202 _ 2021-05-25,8
user_202 _ 2021-05-26,8
user_202 _ 2021-05-27,8
user_202 _ 2021-05-28,8
user_202 _ 2021-05-29,4
user_202 _ 2021-05-30,2
user_204 _ 2021-05-13,6
user_204 _ 2021-05-15,1
user_204 _ 2021-05-16,1
user_204 _ 2021-05-17,1
user_204 _ 2021-05-18,1
user_204 _ 2021-05-19,6
user_204 _ 2021-05-20,1
user_204 _ 2021-05-21,1
user_204 _ 2021-05-23,1
user_204 _ 2021-05-24,1
user_204 _ 2021-05-25,1
user_204 _ 2021-05-27,1
user_204 _ 2021-05-28,3
user_204 _ 2021-05-29,1
user_204 _ 2021-05-30,1
user_205 _ 2021-05-15,7
user_205 _ 2021-05-26,4
user_206 _ 2021-05-15,6
user_206 _ 2021-05-16,1
user_206 _ 2021-05-17,1
user_206 _ 2021-05-19,1
user_206 _ 2021-05-20,1
user_206 _ 2021-05-21,1
user_206 _ 2021-05-22,3
user_206 _ 2021-05-23,6
user_206 _ 2021-05-24,1
user_206 _ 2021-05-25,1
user_206 _ 2021-05-26,1
user_206 _ 2021-05-27,1
user_206 _ 2021-05-28,1
user_206 _ 2021-05-29,6
user_207 _ 2021-05-18,1
user_207 _ 2021-05-19,1
user_207 _ 2021-05-20,3
user_207 _ 2021-05-21,5
user_207 _ 2021-05-22,6
user_207 _ 2021-05-23,1
user_207 _ 2021-05-24,3
user_207 _ 2021-05-25,6
user_207 _ 2021-05-26,3
user_207 _ 2021-05-27,1
user_207 _ 2021-05-29,1
user_207 _ 2021-05-30,1
user_207 _ 2021-05-31,1
user_207 _ 2021-06-01,1
user_207 _ 2021-06-02,1
user_207 _ 2021-06-03,1
user_208 _ 2021-05-31,2
user_209 _ 2021-05-21,6
user_209 _ 2021-05-22,6
user_209 _ 2021-05-23,1
user_209 _ 2021-05-24,3
user_209 _ 2021-05-25,4
user_209 _ 2021-05-26,1
user_209 _ 2021-05-27,1
user_209 _ 2021-05-28,1
user_209 _ 2021-05-29,1
user_209 _ 2021-05-30,1
user_209 _ 2021-05-31,1
user_209 _ 2021-06-01,1
user_209 _ 2021-06-02,1
user_209 _ 2021-06-03,1
user_209 _ 2021-06-04,1
user_209 _ 2021-06-05,1
user_209 _ 2021-06-07,1
user_21 _ 2021-02-20,7
user_21 _ 2021-02-21,8
user_21 _ 2021-02-23,8
user_21 _ 2021-02-24,8
user_21 _ 2021-02-25,1
user_21 _ 2021-02-26,8
user_21 _ 2021-02-27,7
user_21 _ 2021-03-01,8
user_21 _ 2021-03-02,7
user_21 _ 2021-03-03,8
user_21 _ 2021-03-04,3
user_21 _ 2021-03-05,1
user_21 _ 2021-03-06,7
user_21 _ 2021-03-07,1
user_210 _ 2021-05-25,8
user_210 _ 2021-05-31,1
user_210 _ 2021-06-01,6
user_210 _ 2021-06-02,5
user_210 _ 2021-06-03,5
user_210 _ 2021-06-05,5
user_210 _ 2021-06-06,2
user_211 _ 2021-05-21,5
user_211 _ 2021-05-22,6
user_211 _ 2021-05-23,5
user_211 _ 2021-05-25,8
user_211 _ 2021-05-26,8
user_211 _ 2021-05-27,6
user_211 _ 2021-05-28,6
user_211 _ 2021-05-29,6
user_211 _ 2021-05-31,5
user_211 _ 2021-06-01,8
user_211 _ 2021-06-02,8
user_211 _ 2021-06-03,8
user_211 _ 2021-06-04,5
user_212 _ 2021-05-26,6
user_212 _ 2021-06-05,1
user_212 _ 2021-06-07,1
user_212 _ 2021-06-08,6
user_213 _ 2021-05-21,5
user_214 _ 2021-05-22,7
user_214 _ 2021-05-30,7
user_214 _ 2021-05-31,6
user_214 _ 2021-06-01,5
user_214 _ 2021-06-02,1
user_214 _ 2021-06-03,6
user_214 _ 2021-06-04,5
user_214 _ 2021-06-05,8
user_214 _ 2021-06-06,6
user_214 _ 2021-06-07,7
user_214 _ 2021-06-09,5
user_214 _ 2021-06-11,5
user_216 _ 2021-05-22,1
user_216 _ 2021-05-24,1
user_216 _ 2021-05-25,1
user_216 _ 2021-05-26,1
user_216 _ 2021-05-27,1
user_216 _ 2021-06-01,1
user_216 _ 2021-06-04,1
user_217 _ 2021-05-21,1
user_217 _ 2021-05-22,1
user_217 _ 2021-05-23,1
user_217 _ 2021-05-24,1
user_217 _ 2021-05-25,1
user_217 _ 2021-05-27,1
user_217 _ 2021-05-28,1
user_217 _ 2021-05-29,1
user_217 _ 2021-05-31,1
user_217 _ 2021-06-01,1
user_217 _ 2021-06-02,1
user_217 _ 2021-06-03,1
user_219 _ 2021-05-22,1
user_219 _ 2021-05-23,1
user_219 _ 2021-05-24,1
user_219 _ 2021-05-25,1
user_219 _ 2021-05-26,1
user_219 _ 2021-05-27,1
user_219 _ 2021-05-31,1
user_219 _ 2021-06-01,1
user_219 _ 2021-06-12,1
user_219 _ 2021-06-13,1
user_219 _ 2021-06-14,1
user_219 _ 2021-06-15,1
user_219 _ 2021-06-16,1
user_219 _ 2021-06-17,1
user_219 _ 2021-06-19,6
user_219 _ 2021-06-20,1
user_219 _ 2021-06-21,1
user_22 _ 2021-02-19,8
user_22 _ 2021-02-20,3
user_22 _ 2021-02-21,1
user_22 _ 2021-02-22,8
user_22 _ 2021-02-23,8
user_22 _ 2021-02-24,1
user_22 _ 2021-02-26,8
user_22 _ 2021-02-28,1
user_22 _ 2021-03-01,1
user_22 _ 2021-03-02,1
user_22 _ 2021-03-03,1
user_22 _ 2021-03-04,3
user_22 _ 2021-03-05,1
user_22 _ 2021-03-06,3
user_22 _ 2021-03-07,2
user_220 _ 2021-05-22,1
user_220 _ 2021-05-24,3
user_220 _ 2021-05-25,3
user_220 _ 2021-05-26,1
user_220 _ 2021-05-28,6
user_220 _ 2021-05-29,6
user_220 _ 2021-06-07,3
user_221 _ 2021-05-25,3
user_221 _ 2021-05-26,5
user_221 _ 2021-05-27,8
user_221 _ 2021-05-28,5
user_221 _ 2021-05-30,6
user_221 _ 2021-06-02,5
user_221 _ 2021-06-05,5
user_221 _ 2021-06-06,1
user_221 _ 2021-06-07,8
user_222 _ 2021-05-26,8
user_222 _ 2021-05-27,8
user_222 _ 2021-05-28,8
user_222 _ 2021-05-29,1
user_222 _ 2021-05-30,1
user_222 _ 2021-06-01,1
user_222 _ 2021-06-02,8
user_222 _ 2021-06-03,8
user_222 _ 2021-06-04,6
user_222 _ 2021-06-07,8
user_222 _ 2021-06-08,8
user_222 _ 2021-06-09,8
user_222 _ 2021-06-11,8
user_222 _ 2021-06-12,6
user_222 _ 2021-06-13,6
user_222 _ 2021-06-15,8
user_222 _ 2021-06-16,8
user_222 _ 2021-06-17,8
user_222 _ 2021-06-18,8
user_224 _ 2021-05-26,6
user_224 _ 2021-05-28,6
user_225 _ 2021-05-25,1
user_225 _ 2021-05-26,1
user_225 _ 2021-05-27,1
user_225 _ 2021-05-28,1
user_225 _ 2021-05-29,1
user_225 _ 2021-05-30,3
user_225 _ 2021-05-31,3
user_225 _ 2021-06-01,1
user_225 _ 2021-06-02,1
user_225 _ 2021-06-03,1
user_225 _ 2021-06-04,1
user_225 _ 2021-06-06,1
user_225 _ 2021-06-07,1
user_225 _ 2021-06-08,1
user_227 _ 2021-05-30,5
user_228 _ 2021-05-30,1
user_228 _ 2021-05-31,1
user_228 _ 2021-06-01,1
user_228 _ 2021-06-02,1
user_228 _ 2021-06-03,1
user_228 _ 2021-06-04,1
user_228 _ 2021-06-05,1
user_228 _ 2021-06-06,1
user_228 _ 2021-06-07,1
user_228 _ 2021-06-08,1
user_228 _ 2021-06-09,1
user_228 _ 2021-06-10,1
user_228 _ 2021-06-12,1
user_228 _ 2021-06-13,1
user_23 _ 2021-02-19,8
user_23 _ 2021-02-20,3
user_23 _ 2021-02-22,1
user_23 _ 2021-02-23,1
user_23 _ 2021-02-24,1
user_23 _ 2021-02-25,1
user_23 _ 2021-02-26,3
user_23 _ 2021-02-28,1
user_23 _ 2021-03-01,1
user_23 _ 2021-03-02,1
user_23 _ 2021-03-03,1
user_23 _ 2021-03-04,1
user_23 _ 2021-03-05,1
user_23 _ 2021-03-06,3
user_23 _ 2021-03-07,6
user_231 _ 2021-06-02,5
user_231 _ 2021-06-03,1
user_231 _ 2021-06-04,1
user_231 _ 2021-06-05,1
user_231 _ 2021-06-06,1
user_231 _ 2021-06-07,5
user_231 _ 2021-06-09,5
user_231 _ 2021-06-10,1
user_231 _ 2021-06-11,1
user_231 _ 2021-06-12,1
user_231 _ 2021-06-13,1
user_231 _ 2021-06-14,1
user_232 _ 2021-06-09,5
user_232 _ 2021-06-10,5
user_236 _ 2021-06-10,4
user_236 _ 2021-06-11,3
user_236 _ 2021-06-12,4
user_236 _ 2021-06-13,3
user_236 _ 2021-06-14,3
user_236 _ 2021-06-17,4
user_236 _ 2021-06-18,3
user_236 _ 2021-06-22,4
user_24 _ 2021-02-20,1
user_24 _ 2021-02-21,1
user_24 _ 2021-02-22,1
user_24 _ 2021-02-23,1
user_24 _ 2021-02-24,1
user_24 _ 2021-02-25,1
user_24 _ 2021-02-26,3
user_24 _ 2021-02-27,1
user_24 _ 2021-02-28,1
user_24 _ 2021-03-01,1
user_24 _ 2021-03-02,8
user_24 _ 2021-03-05,1
user_24 _ 2021-03-06,1
user_24 _ 2021-03-07,1
user_25 _ 2021-02-28,1
user_25 _ 2021-03-01,1
user_25 _ 2021-03-07,1
user_26 _ 2021-02-20,3
user_26 _ 2021-02-21,1
user_26 _ 2021-02-22,8
user_26 _ 2021-02-23,8
user_26 _ 2021-02-24,8
user_26 _ 2021-02-25,3
user_26 _ 2021-02-26,3
user_26 _ 2021-02-27,1
user_26 _ 2021-03-01,8
user_26 _ 2021-03-02,8
user_26 _ 2021-03-03,8
user_26 _ 2021-03-04,8
user_26 _ 2021-03-05,8
user_26 _ 2021-03-06,1
user_26 _ 2021-03-07,1
user_27 _ 2021-02-20,1
user_27 _ 2021-02-24,1
user_27 _ 2021-03-01,1
user_27 _ 2021-03-02,1
user_27 _ 2021-03-03,1
user_27 _ 2021-03-04,6
user_27 _ 2021-03-05,5
user_27 _ 2021-03-08,1
user_28 _ 2021-02-20,1
user_28 _ 2021-02-21,1
user_28 _ 2021-02-22,1
user_28 _ 2021-02-23,1
user_28 _ 2021-02-25,1
user_28 _ 2021-02-26,1
user_28 _ 2021-02-27,1
user_28 _ 2021-02-28,1
user_28 _ 2021-03-01,1
user_28 _ 2021-03-02,1
user_28 _ 2021-03-03,1
user_28 _ 2021-03-04,1
user_28 _ 2021-03-05,1
user_28 _ 2021-03-06,1
user_3 _ 2021-02-16,8
user_3 _ 2021-02-17,8
user_3 _ 2021-02-18,8
user_3 _ 2021-02-19,8
user_3 _ 2021-02-20,1
user_3 _ 2021-02-21,1
user_3 _ 2021-02-22,8
user_3 _ 2021-02-23,8
user_3 _ 2021-02-25,8
user_3 _ 2021-02-28,1
user_3 _ 2021-03-02,8
user_3 _ 2021-03-03,8
user_3 _ 2021-03-04,1
user_3 _ 2021-03-05,8
user_3 _ 2021-03-06,1
user_3 _ 2021-03-07,1
user_3 _ 2021-03-08,8
user_3 _ 2021-03-09,8
user_3 _ 2021-03-10,8
user_3 _ 2021-03-11,1
user_30 _ 2021-02-21,1
user_30 _ 2021-02-22,3
user_30 _ 2021-02-24,1
user_30 _ 2021-02-25,1
user_30 _ 2021-03-01,4
user_30 _ 2021-03-06,4
user_30 _ 2021-03-07,2
user_30 _ 2021-03-09,1
user_30 _ 2021-03-10,1
user_30 _ 2021-03-11,1
user_30 _ 2021-03-12,6
user_30 _ 2021-03-13,1
user_30 _ 2021-03-14,1
user_31 _ 2021-02-21,1
user_31 _ 2021-02-26,8
user_31 _ 2021-02-27,1
user_31 _ 2021-02-28,1
user_31 _ 2021-03-02,1
user_31 _ 2021-03-03,1
user_31 _ 2021-03-05,1
user_31 _ 2021-03-06,8
user_31 _ 2021-03-07,8
user_31 _ 2021-03-08,8
user_31 _ 2021-03-09,3
user_31 _ 2021-03-10,1
user_33 _ 2021-02-20,6
user_33 _ 2021-02-21,6
user_33 _ 2021-02-22,1
user_33 _ 2021-02-23,1
user_34 _ 2021-03-10,1
user_34 _ 2021-03-11,1
user_34 _ 2021-03-13,1
user_34 _ 2021-03-14,1
user_35 _ 2021-03-02,1
user_35 _ 2021-03-03,1
user_35 _ 2021-03-04,1
user_35 _ 2021-03-05,1
user_35 _ 2021-03-07,4
user_35 _ 2021-03-08,1
user_35 _ 2021-03-09,1
user_35 _ 2021-03-11,1
user_35 _ 2021-03-12,1
user_35 _ 2021-03-13,6
user_36 _ 2021-02-21,1
user_36 _ 2021-02-22,1
user_36 _ 2021-02-23,1
user_36 _ 2021-02-24,3
user_36 _ 2021-02-25,1
user_36 _ 2021-02-26,1
user_36 _ 2021-02-27,1
user_36 _ 2021-02-28,1
user_36 _ 2021-03-01,1
user_36 _ 2021-03-02,1
user_36 _ 2021-03-03,1
user_36 _ 2021-03-04,1
user_36 _ 2021-03-06,1
user_36 _ 2021-03-07,3
user_36 _ 2021-03-08,1
user_36 _ 2021-03-09,1
user_39 _ 2021-02-25,1
user_39 _ 2021-02-26,8
user_39 _ 2021-02-27,8
user_39 _ 2021-02-28,8
user_39 _ 2021-03-01,1
user_39 _ 2021-03-02,6
user_39 _ 2021-03-03,1
user_39 _ 2021-03-04,8
user_39 _ 2021-03-05,1
user_39 _ 2021-03-07,4
user_39 _ 2021-03-08,4
user_39 _ 2021-03-09,1
user_39 _ 2021-03-10,6
user_39 _ 2021-03-11,8
user_39 _ 2021-03-12,8
user_4 _ 2021-02-16,1
user_4 _ 2021-02-17,1
user_4 _ 2021-02-18,1
user_4 _ 2021-02-19,1
user_4 _ 2021-02-20,1
user_4 _ 2021-02-21,1
user_4 _ 2021-02-24,1
user_4 _ 2021-02-25,1
user_4 _ 2021-02-26,1
user_4 _ 2021-02-27,1
user_4 _ 2021-02-28,1
user_4 _ 2021-03-01,1
user_4 _ 2021-03-02,1
user_41 _ 2021-02-26,8
user_41 _ 2021-02-27,8
user_41 _ 2021-02-28,1
user_41 _ 2021-03-01,8
user_41 _ 2021-03-02,8
user_41 _ 2021-03-04,8
user_41 _ 2021-03-05,8
user_41 _ 2021-03-06,8
user_41 _ 2021-03-07,1
user_41 _ 2021-03-08,8
user_41 _ 2021-03-09,8
user_41 _ 2021-03-10,3
user_41 _ 2021-03-11,8
user_41 _ 2021-03-12,8
user_41 _ 2021-03-13,8
user_41 _ 2021-03-14,1
user_42 _ 2021-02-27,3
user_42 _ 2021-02-28,1
user_42 _ 2021-03-01,1
user_42 _ 2021-03-02,1
user_42 _ 2021-03-03,1
user_42 _ 2021-03-04,1
user_42 _ 2021-03-05,1
user_42 _ 2021-03-06,3
user_42 _ 2021-03-07,1
user_42 _ 2021-03-08,1
user_42 _ 2021-03-09,1
user_42 _ 2021-03-10,1
user_43 _ 2021-03-11,1
user_43 _ 2021-03-12,1
user_43 _ 2021-03-15,1
user_43 _ 2021-03-17,1
user_43 _ 2021-03-18,1
user_43 _ 2021-03-19,1
user_43 _ 2021-03-20,1
user_43 _ 2021-03-21,1
user_43 _ 2021-03-22,1
user_43 _ 2021-03-24,1
user_43 _ 2021-03-25,1
user_45 _ 2021-03-10,8
user_45 _ 2021-03-11,8
user_45 _ 2021-03-12,8
user_45 _ 2021-03-13,3
user_45 _ 2021-03-14,1
user_45 _ 2021-03-15,8
user_45 _ 2021-03-16,8
user_45 _ 2021-03-17,8
user_45 _ 2021-03-18,8
user_45 _ 2021-03-21,1
user_45 _ 2021-03-22,8
user_45 _ 2021-03-23,8
user_45 _ 2021-03-24,8
user_45 _ 2021-03-25,8
user_47 _ 2021-03-10,1
user_47 _ 2021-03-11,1
user_47 _ 2021-03-12,1
user_47 _ 2021-03-13,1
user_47 _ 2021-03-14,1
user_47 _ 2021-03-16,1
user_47 _ 2021-03-22,1
user_47 _ 2021-03-24,1
user_47 _ 2021-03-27,1
user_48 _ 2021-03-10,1
user_48 _ 2021-03-11,1
user_48 _ 2021-03-12,1
user_48 _ 2021-03-13,5
user_48 _ 2021-03-16,7
user_48 _ 2021-03-18,1
user_48 _ 2021-03-19,3
user_48 _ 2021-03-20,1
user_48 _ 2021-03-21,1
user_48 _ 2021-03-22,1
user_48 _ 2021-03-23,1
user_49 _ 2021-03-11,6
user_49 _ 2021-03-12,1
user_49 _ 2021-03-13,6
user_49 _ 2021-03-14,3
user_49 _ 2021-03-15,6
user_49 _ 2021-03-16,3
user_49 _ 2021-03-18,1
user_49 _ 2021-03-21,1
user_49 _ 2021-03-22,1
user_49 _ 2021-03-23,1
user_49 _ 2021-03-24,1
user_49 _ 2021-03-25,1
user_5 _ 2021-02-16,1
user_5 _ 2021-02-18,1
user_5 _ 2021-02-20,1
user_5 _ 2021-02-26,1
user_5 _ 2021-02-27,1
user_5 _ 2021-03-04,1
user_5 _ 2021-03-05,1
user_5 _ 2021-03-06,1
user_5 _ 2021-03-07,1
user_5 _ 2021-03-08,1
user_5 _ 2021-03-09,1
user_51 _ 2021-03-11,8
user_51 _ 2021-03-12,8
user_51 _ 2021-03-13,3
user_51 _ 2021-03-14,1
user_51 _ 2021-03-15,8
user_51 _ 2021-03-18,3
user_51 _ 2021-03-19,3
user_51 _ 2021-03-21,6
user_51 _ 2021-03-22,5
user_51 _ 2021-03-23,8
user_51 _ 2021-03-24,8
user_51 _ 2021-03-25,8
user_53 _ 2021-03-12,4
user_53 _ 2021-03-13,1
user_53 _ 2021-03-14,1
user_53 _ 2021-03-15,1
user_53 _ 2021-03-16,1
user_53 _ 2021-03-17,1
user_53 _ 2021-03-19,1
user_53 _ 2021-03-20,1
user_53 _ 2021-03-21,1
user_53 _ 2021-03-22,1
user_53 _ 2021-03-23,8
user_53 _ 2021-03-25,1
user_54 _ 2021-03-27,5
user_54 _ 2021-03-28,5
user_55 _ 2021-03-11,8
user_55 _ 2021-03-12,8
user_55 _ 2021-03-13,8
user_55 _ 2021-03-14,1
user_55 _ 2021-03-15,8
user_55 _ 2021-03-16,1
user_55 _ 2021-03-18,7
user_55 _ 2021-03-19,1
user_55 _ 2021-03-20,8
user_55 _ 2021-03-21,8
user_55 _ 2021-03-22,8
user_55 _ 2021-03-23,7
user_55 _ 2021-03-24,8
user_55 _ 2021-03-25,1
user_55 _ 2021-03-26,7
user_55 _ 2021-03-27,8
user_55 _ 2021-03-28,1
user_58 _ 2021-03-11,8
user_58 _ 2021-03-12,8
user_58 _ 2021-03-13,6
user_58 _ 2021-03-14,1
user_58 _ 2021-03-15,1
user_58 _ 2021-03-16,1
user_58 _ 2021-03-17,8
user_58 _ 2021-03-18,8
user_58 _ 2021-03-19,8
user_58 _ 2021-03-20,6
user_58 _ 2021-03-21,5
user_58 _ 2021-03-24,8
user_59 _ 2021-03-11,4
user_59 _ 2021-03-12,1
user_59 _ 2021-03-13,4
user_59 _ 2021-03-16,4
user_59 _ 2021-03-17,1
user_59 _ 2021-03-18,1
user_59 _ 2021-03-19,3
user_59 _ 2021-03-22,1
user_59 _ 2021-03-23,1
user_59 _ 2021-03-24,1
user_6 _ 2021-02-16,8
user_6 _ 2021-02-17,8
user_6 _ 2021-02-18,8
user_6 _ 2021-02-19,8
user_6 _ 2021-02-20,1
user_6 _ 2021-02-21,1
user_6 _ 2021-02-22,8
user_6 _ 2021-02-23,8
user_6 _ 2021-02-24,8
user_6 _ 2021-02-25,8
user_61 _ 2021-03-12,1
user_61 _ 2021-03-13,1
user_61 _ 2021-03-14,1
user_61 _ 2021-03-15,1
user_61 _ 2021-03-16,1
user_61 _ 2021-03-17,1
user_61 _ 2021-03-18,1
user_61 _ 2021-03-19,1
user_61 _ 2021-03-25,1
user_61 _ 2021-03-26,1
user_61 _ 2021-03-27,1
user_63 _ 2021-03-13,1
user_63 _ 2021-03-14,1
user_63 _ 2021-03-15,1
user_63 _ 2021-03-16,1
user_63 _ 2021-03-17,1
user_63 _ 2021-03-18,1
user_63 _ 2021-03-19,1
user_63 _ 2021-03-21,1
user_63 _ 2021-03-22,3
user_63 _ 2021-03-23,4
user_63 _ 2021-03-24,1
user_63 _ 2021-03-25,1
user_63 _ 2021-03-26,1
user_64 _ 2021-03-13,1
user_64 _ 2021-03-15,1
user_64 _ 2021-03-17,1
user_64 _ 2021-03-19,1
user_64 _ 2021-03-20,3
user_64 _ 2021-03-21,3
user_64 _ 2021-03-22,8
user_64 _ 2021-03-23,3
user_64 _ 2021-03-27,3
user_64 _ 2021-03-28,3
user_64 _ 2021-03-29,3
user_64 _ 2021-03-30,3
user_64 _ 2021-03-31,1
user_65 _ 2021-03-13,1
user_65 _ 2021-03-14,1
user_65 _ 2021-03-15,1
user_65 _ 2021-03-16,1
user_65 _ 2021-03-17,6
user_65 _ 2021-03-18,1
user_65 _ 2021-03-19,1
user_65 _ 2021-03-20,6
user_66 _ 2021-03-13,1
user_66 _ 2021-03-14,8
user_66 _ 2021-03-15,1
user_66 _ 2021-03-16,1
user_66 _ 2021-03-17,8
user_66 _ 2021-03-19,1
user_66 _ 2021-03-20,8
user_66 _ 2021-03-22,3
user_66 _ 2021-03-23,3
user_66 _ 2021-03-24,6
user_66 _ 2021-03-25,8
user_66 _ 2021-03-26,8
user_66 _ 2021-03-27,8
user_66 _ 2021-03-28,8
user_67 _ 2021-03-14,1
user_67 _ 2021-03-15,1
user_67 _ 2021-03-16,1
user_67 _ 2021-03-18,1
user_67 _ 2021-03-19,1
user_67 _ 2021-03-20,1
user_67 _ 2021-03-21,1
user_67 _ 2021-03-22,1
user_67 _ 2021-03-23,3
user_67 _ 2021-03-25,1
user_67 _ 2021-03-26,1
user_67 _ 2021-03-27,1
user_67 _ 2021-03-28,1
user_67 _ 2021-03-29,1
user_67 _ 2021-03-30,1
user_69 _ 2021-03-17,1
user_69 _ 2021-03-18,1
user_69 _ 2021-03-19,1
user_69 _ 2021-03-20,3
user_69 _ 2021-03-21,1
user_69 _ 2021-03-22,1
user_69 _ 2021-03-23,1
user_69 _ 2021-03-24,1
user_69 _ 2021-03-25,1
user_69 _ 2021-03-26,1
user_69 _ 2021-03-27,1
user_69 _ 2021-03-28,1
user_7 _ 2021-02-16,1
user_7 _ 2021-02-18,1
user_7 _ 2021-02-19,6
user_7 _ 2021-02-20,6
user_7 _ 2021-02-21,6
user_7 _ 2021-02-22,6
user_7 _ 2021-02-23,1
user_7 _ 2021-02-25,6
user_7 _ 2021-02-26,6
user_7 _ 2021-02-27,5
user_7 _ 2021-02-28,6
user_7 _ 2021-03-02,1
user_70 _ 2021-03-17,8
user_70 _ 2021-03-18,8
user_70 _ 2021-03-19,8
user_70 _ 2021-03-20,1
user_70 _ 2021-03-21,1
user_70 _ 2021-03-22,8
user_70 _ 2021-03-23,8
user_70 _ 2021-03-24,8
user_70 _ 2021-03-25,8
user_70 _ 2021-03-26,8
user_70 _ 2021-03-28,1
user_70 _ 2021-03-29,8
user_71 _ 2021-03-16,3
user_72 _ 2021-03-16,8
user_72 _ 2021-03-17,8
user_72 _ 2021-03-18,8
user_72 _ 2021-03-19,8
user_72 _ 2021-03-20,1
user_72 _ 2021-03-21,1
user_72 _ 2021-03-22,8
user_72 _ 2021-03-23,8
user_72 _ 2021-03-25,8
user_72 _ 2021-03-26,1
user_72 _ 2021-03-27,1
user_72 _ 2021-03-28,1
user_72 _ 2021-03-29,8
user_72 _ 2021-03-30,1
user_73 _ 2021-03-16,4
user_73 _ 2021-03-17,1
user_73 _ 2021-03-18,1
user_73 _ 2021-03-19,1
user_73 _ 2021-03-20,1
user_73 _ 2021-03-22,1
user_73 _ 2021-03-23,1
user_73 _ 2021-03-24,1
user_73 _ 2021-03-25,1
user_73 _ 2021-03-26,1
user_73 _ 2021-03-28,1
user_73 _ 2021-03-30,5
user_73 _ 2021-03-31,1
user_73 _ 2021-04-01,1
user_73 _ 2021-04-02,1
user_74 _ 2021-03-17,4
user_74 _ 2021-03-18,8
user_74 _ 2021-03-19,8
user_74 _ 2021-03-20,8
user_74 _ 2021-03-23,8
user_74 _ 2021-03-24,8
user_74 _ 2021-03-25,8
user_74 _ 2021-03-26,8
user_74 _ 2021-03-27,3
user_74 _ 2021-03-28,3
user_74 _ 2021-03-29,3
user_74 _ 2021-03-31,4
user_75 _ 2021-03-17,7
user_75 _ 2021-03-18,1
user_75 _ 2021-03-20,3
user_75 _ 2021-03-21,3
user_75 _ 2021-03-22,3
user_75 _ 2021-03-24,8
user_75 _ 2021-03-26,8
user_75 _ 2021-03-27,3
user_75 _ 2021-03-28,3
